,Nodes,Edges,Latitude,Longitude
510,"Departamento de Física e Ingeniería Nuclear, Universitat Poliltècnica de Catalunya, Terrassa, Spain","[""Departamento de Fisica, Universidad Rey Juan Carlos de Madrid, Mostoles, Spain""]",41.5629623,2.0100492
511,"Departamento de Fisica, Universidad Rey Juan Carlos de Madrid, Mostoles, Spain","[""Departamento de F\u00edsica e Ingenier\u00eda Nuclear, Universitat Polilt\u00e8cnica de Catalunya, Terrassa, Spain""]",40.3238525,-3.8649214
512,"School of Electronics and Information Engineering, Sichuan University, Chengdu, China","[""State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China"", ""School of Physics, Southwest University, Chongqing, China""]",30.6598628,104.0633717
513,"EPSRC Central Facility for III-V Semiconductors, Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK","[""Ultrafast Laser Physics, Institute of Quantum Electronics, Swiss Federal Institute of Technology, ETH H\u00f6nggerberg, Zurich, Switzerland"", ""Department of Physics and Astronomy, University of Southampton, Southampton, UK""]",53.3806626,-1.4702278
514,"Department of Physics and Astronomy, University of Southampton, Southampton, UK","[""EPSRC Central Facility for III-V Semiconductors, Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK"", ""Ultrafast Laser Physics, Institute of Quantum Electronics, Swiss Federal Institute of Technology, ETH H\u00f6nggerberg, Zurich, Switzerland""]",50.9025349,-1.404189
515,"Ultrafast Laser Physics, Institute of Quantum Electronics, Swiss Federal Institute of Technology, ETH Hönggerberg, Zurich, Switzerland","[""EPSRC Central Facility for III-V Semiconductors, Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK"", ""Department of Physics and Astronomy, University of Southampton, Southampton, UK""]",47.3744489,8.5410422
516,"Laboratory for Electric Packaging Material and Technology, Hitachi Chemical Company Limited, Ibaraki, Japan","[""Semiconductor Material Division, Hitachi Chemical Company Limited, Ibaraki, Japan""]",36.2869536,140.4703384
517,"Semiconductor Material Division, Hitachi Chemical Company Limited, Ibaraki, Japan","[""Laboratory for Electric Packaging Material and Technology, Hitachi Chemical Company Limited, Ibaraki, Japan""]",36.2869536,140.4703384
518,"imec, Leuven, Belgium","[""International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan""]",50.879202,4.7011675
519,"Department of Electrical Engineering, IIT Kanpur, Kanpur, India",[],26.4609135,80.3217588
520,"Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China","[""School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China"", ""Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"", ""College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"", ""School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China"", ""School of Information Science and Engineering, Shandong University, Qingdao, China"", ""School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China""]",31.3016935,120.5810725
521,"School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China","[""Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China"", ""School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China"", ""Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"", ""College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"", ""School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China"", ""School of Information Science and Engineering, Shandong University, Qingdao, China""]",23.1301964,113.2592945
522,"School of Information Science and Engineering, Shandong University, Qingdao, China","[""Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China"", ""School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China"", ""Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"", ""College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"", ""School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China"", ""School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China""]",36.0638034,120.3781372
523,"School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China","[""Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China"", ""Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"", ""College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"", ""School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China"", ""School of Information Science and Engineering, Shandong University, Qingdao, China"", ""School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China""]",22.5445741,114.0545429
524,"Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China","[""Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China"", ""School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China"", ""College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"", ""School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China"", ""School of Information Science and Engineering, Shandong University, Qingdao, China"", ""School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China""]",22.2793278,114.1628131
525,"College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China","[""Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China"", ""School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China"", ""Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"", ""School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China"", ""School of Information Science and Engineering, Shandong University, Qingdao, China"", ""School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China""]",32.0615513,118.7915619
526,"School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China","[""Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China"", ""School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China"", ""Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"", ""College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"", ""School of Information Science and Engineering, Shandong University, Qingdao, China"", ""School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China""]",23.1301964,113.2592945
527,"Institute of Energy Technology, Lappeenranta University of Technology, Lappeenranta, Finland","[""ABB Corporate Research, Zurich, Switzerland""]",61.0583713,28.1862742
528,"ABB Corporate Research, Zurich, Switzerland","[""Institute of Energy Technology, Lappeenranta University of Technology, Lappeenranta, Finland""]",47.3744489,8.5410422
529,"Departament de Física, Universitat de les Illes Balears, Palma de Mallorca, Spain","[""Institut mediterrani d'Estudis Avan\u00e7ats, Esporles, Spain"", ""Weierstrass Institute of Applied Analysis and Stochastics, Berlin, Germany""]",39.58130105,2.709183392285786
530,"Institut mediterrani d'Estudis Avançats, Esporles, Spain","[""Departament de F\u00edsica, Universitat de les Illes Balears, Palma de Mallorca, Spain"", ""Weierstrass Institute of Applied Analysis and Stochastics, Berlin, Germany""]",39.6692405,2.5775624
531,"Weierstrass Institute of Applied Analysis and Stochastics, Berlin, Germany","[""Departament de F\u00edsica, Universitat de les Illes Balears, Palma de Mallorca, Spain"", ""Institut mediterrani d'Estudis Avan\u00e7ats, Esporles, Spain"", ""Department of Applied Mathematics, University College Cork, Cork, Ireland""]",52.5170365,13.3888599
532,"Institute of Microelectronics and Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan",[],22.9912348,120.184982
533,"The University of Tokyo, VLSI Design and Education Center (VDEC), Tokyo, Japan","[""Semiconductor Energy Laboratory Co., Ltd., Atsugi-shi, Kanagawa, Japan""]",35.6840574,139.7744912
534,"Semiconductor Energy Laboratory Co., Ltd., Atsugi-shi, Kanagawa, Japan","[""The University of Tokyo, VLSI Design and Education Center (VDEC), Tokyo, Japan""]",35.4342935,139.374753
535,"Walter Schottky Institute, Technical University Munich, Garching, Germany","[""State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China""]",48.2513878,11.6509662
536,"Department of Precision Instruments, Tsinghua University, Beijing, China",[],39.9057136,116.3912972
537,"Air Force Institute of Technology, Wright-Patterson AFB, OH, USA","[""Autani, LLC, Nashville, TN, USA"", ""Autani, LLC, TN"", ""Air Force Research Laboratory, Kirtland AFB, NM, USA""]",40.2253569,-82.6881395
538,"Autani, LLC, Nashville, TN, USA","[""Air Force Institute of Technology, Wright-Patterson AFB, OH, USA"", ""Air Force Research Laboratory, Kirtland AFB, NM, USA""]",35.7730076,-86.2820081
539,"Air Force Research Laboratory, Kirtland AFB, NM, USA","[""Autani, LLC, Nashville, TN, USA"", ""Air Force Institute of Technology, Wright-Patterson AFB, OH, USA""]",34.5802074,-105.9960475
540,"School of Electrical Engineering, Korea University, Seoul, South Korea","[""School of Electrical and Computer Engineering, University of Seoul, Seoul, South Korea"", ""School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea""]",37.5666791,126.9782914
541,"School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea","[""School of Electrical Engineering, Korea University, Seoul, South Korea"", ""School of Electrical and Computer Engineering, University of Seoul, Seoul, South Korea""]",36.3497007,127.3849016
542,"School of Electrical and Computer Engineering, University of Seoul, Seoul, South Korea","[""School of Electrical Engineering, Korea University, Seoul, South Korea"", ""School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea""]",37.5666791,126.9782914
543,"Science and Technology on Electro-Optical Information Security Control Laboratory, Tianjin, China","[""Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China""]",39.1175488,117.1913008
544,"Art Innovation B.V., Oldenzaal, EJ, Netherlands","[""Department of Science and Technology, University of Twente, Enschede, AE, Netherlands""]",51.9241887,4.5142832
545,"Department of Science and Technology, University of Twente, Enschede, AE, Netherlands","[""Art Innovation B.V., Oldenzaal, EJ, Netherlands""]",51.9898961,4.3753701
546,"State Key Laboratory of Crystal Materials and the Institute of Novel Semiconductors, Shandong University, Jinan, China","[""Institute of Fluid Physics, China Academy of Engineering Physics, Mianyang, China""]",36.6507007,117.1140042
547,"College of Mechanical Engineering, Donghua University, Shanghai, China","[""School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China""]",31.2312707,121.4700152
548,"School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China","[""College of Mechanical Engineering, Donghua University, Shanghai, China""]",31.2312707,121.4700152
549,"NTT Device Innovation Center, Nippon Telegraph and Telephone Corporation, Atsugi, Kanagawa, Japan",[],35.4342935,139.374753
550,"Toshiba Research and Development Center, Kawasaki, Japan","[""Semiconductor Company, Toshiba Corporation, Kawasaki, Japan""]",35.5305307,139.7028012
551,"Semiconductor Company, Toshiba Corporation, Kawasaki, Japan","[""Toshiba Research and Development Center, Kawasaki, Japan""]",35.5305307,139.7028012
552,"Department of Electrical and Computer Engineering, Queen's University, Kingston, Canada",[],44.3054151,-76.4283781
553,"Center for Semiconductor Research and Development, Semiconductor and Storage Company, Toshiba Corporation, Kawasaki, Japan","[""Advanced LSI Technology Laboratory, Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan""]",35.5305307,139.7028012
554,"Advanced LSI Technology Laboratory, Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan","[""Center for Semiconductor Research and Development, Semiconductor and Storage Company, Toshiba Corporation, Kawasaki, Japan""]",35.5305307,139.7028012
555,"Institute of Microelectronics, Peking University, Beijing, China",[],39.9057136,116.3912972
556,"The Australian Photonics Cooperative Research Centre Department of Electrical and ElectronicEngineering, University of Melbourne, VIC, Australia","[""The Australian PhotonicsCooperative Research Centre Department of Electrical and ElectronicEngineering, University of Melbourne, VIC, Australia"", ""The Semiconductor Technology Laboratory, Oki Electric Industry Company Limited, Hachioji, Tokyo, Japan""]",-36.5986096,144.6780052
